Chen_P25	none	none	Models from 'C:\spectra\pawson\Chen_P25\spt5_280908.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050912_MML_PDP006_zaldy_46-F02_1545.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
Kinase Project 2009 2009_04_30_KP064	none	none	Models from 'C:\spectra\Kinase Project 2009\2009_04_30_KP064\AAK1_FC142_300409.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-29
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080505_conA_jing_A129_P17-B10_5312.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-16
20080529_Sushi2_A131_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080529_Sushi2_A131_P17\B06_5468.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-05
kinase project 2009	none	none	Models from 'C:\spectra\kinase\1\cmn\BMX_FC173_KP063_140409-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-11
Kinase Project 2009 2009_04_30_KP064	none	none	Models from 'C:\spectra\Kinase Project 2009\2009_04_30_KP064\IKBKB_FC144_KP064_300409.wiff.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-29
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090220_Yong_P17-GFP_p66ShcA_H2O2_treatment3.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\1\Packet6_90_3FLAG_ARHGEF15_M2_Sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packet6 90 3FLAG ARHGEF15 M2 Sepharose	none	none	none	2010-03-25
Kinase Project 2009	none	none	Models from 'D:\spectra\kinase\2\cmn\STK32B_FC226_KP059_270309-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-12
Kinase Project 2009	none	none	Models from 'D:\spectra\kinase\2\cmn\STK38L_FC136_KP065_240409-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-12
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080411_Yong_P17-A04_0325_R2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-15
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_07_21-STK_230708-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\196_Citrine_Snx26_V5338_GFPtrap_sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 196 Citrine Snx26 V5338 GFPtrap sepharose	none	none	none	2010-03-28
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050621_MML_P178Jing-G05.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-Andrew-2008_11_21_KP041-CDK2_FC117_211107_KP041.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-01
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_41_Citrine_FGD5_GFPtrap_magnet.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-02
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\Packet6_112_3FLAG-SYDE2_V4351.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packet6 112 3FLAG-SYDE2 V4351	none	none	none	2010-03-30
Jing_p25	none	none	Models from 'C:\spectra\pawson\Jing_p25\Jing_B6_B7_B8_orbi.mgf'	human	none	none	none	none	none	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090119_YONG_P17-20090119_YONG_4re.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-26
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2707_DLD_B61_SILAC3_C14.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_08_07_TPlab-Grb2_sample1_080708-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_09_02-48ptn_DR_pr_2tryp_0308-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080208_Michael_P32-4.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
20080707_Beston_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080707_Beston_P17\13_ND_B10.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-15
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_10_06_KP034_JS-Caspase_8__061008-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\247_Citrine_ARHGAP23_GFPtrap_sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 247 Citrine ARHGAP23 GFPtrap sepharose	none	none	none	2010-03-29
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090324_Packets6_P43-Packet6_91_3FLAG_ARHGAp27_M2_Sepharose.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
Kinase Project 2009 2009_05_15_KP069	none	none	Models from 'C:\spectra\Kinase Project 2009\2009_05_15_KP069\STK17A_FC198_KP069_220509.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-30
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090220_Yong_P17-GFP_p66ShcA_Sgk223_con-transfection_EGF_treatment2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
20090116_Kinase_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20090116_Kinase_P17\KP045_C214_FRK.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-24
kinase project 2009	none	none	Models from 'C:\spectra\kinase\1\cmn\CDK2_C117_KP072_190609-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-11
Claus_25 done 3	none	none	Models from 'C:\spectra\Claus_25\other\done3\CJ_norm_0603A.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-05
kinase project 2009	none	none	Models from 'C:\spectra\kinase\1\cmn\JAK3_FC117_02-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-12
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\193_3FLAG_PLEKHG4B_V5345_M2_091211123613.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 193 3FLAG PLEKHG4B V5345 M2 091211123613	none	none	none	2010-03-28
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\198_3F_ARHGEF5_V5104_M2_sepharose_rerun.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 198 3F ARHGEF5 V5104 M2 sepharose rerun	none	none	none	2010-03-29
20080715_SND1_A135_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080715_SND1_A135_P17\B02_5819.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-16
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_11_07_KP037-CDK2_FC_KP037-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-20
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_11_26_iTRAQ_reactor-empty_PV_281108-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-20
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081024_JingconA_A137_P17-E10_6137.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-23
QStar Elite rat data	none	none	Models from 'C:\spectra\Elite\rat\2008_04_19_ShcA_0425_R345W4-ShcA_0325_R4_repeatA-s1.mzXML.cmn'	rat	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081125_S3HUVECB35_A139_P17-B12_6288re.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-24
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081125_S3HUVECB35_A139_P17-A10_6274.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-24
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2707_DLD_B61_SILAC3_NB.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
Kinase Project 2009	none	none	Models from 'D:\spectra\kinase\2\cmn\TTK_FC220_KP071_120609-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-12
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_04_16_NCK-ShcA_0325_R4-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081024_JingconA_A137_P17-B03_6094.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-22
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081024_JingconA_A137_P17-E03_6130.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-23
kinase project 2009	none	none	Models from 'C:\spectra\kinase\1\cmn\CSK_FC141_KP063_140409-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-11
Kinase Project 2009	none	none	Models from 'D:\spectra\kinase\2\cmn\MARK3_FC163_KP056_200309-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-11
20080529_Sushi2_A131_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080529_Sushi2_A131_P17\C03_5474.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-05
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20071206_Derek_P32-DC12.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\149_3FLAG_ARHGEF16_V4966_M2_sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 149 3FLAG ARHGEF16 V4966 M2 sepharose	none	none	none	2010-03-27
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090220_Yong_P17-GFP_p52ShcA_EGF_treatment_3.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\241_3F-ELMO3_V5383_M2_sepharose_RHOG_HS.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 241 3F-ELMO3 V5383 M2 sepharose RHOG HS	none	none	none	2010-03-29
kinase project 2009	none	none	Models from 'C:\spectra\kinase\1\cmn\CHEK2_FC118_KP060_090809-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-11
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_09_25_grb2-IV_Grb2_2_3_2609-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
Claus_25 hek	none	none	Models from 'Z:\spectra\ORBITRAP\Claus_25\cmn\hek\HekGB4.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-22
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_07_21-Nck1_220708-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
Claus_25 silac	none	none	Models from 'D:\spectra\Claus_25\silac\other\121107_GC_SILAC_PP6_PP4.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
Claus_25 silac	none	none	Models from 'D:\spectra\Claus_25\silac\other\110109_SHB_10_SILAC.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090324_Packets6_P43-Packet6_102_MCF2L2-3FLAG_V5030_M2_partialrun.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-28
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\110609_500fmol48UPS2_2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081125_S3HUVECB35_A139_P17-D06_6306.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-24
20081229_Jerry_P32	none	none	Models from 'F:\thegpm\spectra\pawson\20081229_Jerry_P32\B02.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-23
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081024_JingconA_A137_P17-B10_6101.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-23
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-PawsonLab_2009-2009_05_19_Chen_dmArg-PiwiL2_s2_150609.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-02
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050319_MML_P169Andy-D06.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-26
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_03_19_NCK-NCK 1 -s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081024_JingconA_A137_P17-G04_6155re.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-23
Kinase Project 2009 2009_04_03_KP061	none	none	Models from 'C:\spectra\Kinase Project 2009\2009_04_03_KP061\PRKY_FC156_KP061_110509.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-24
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2404_DLD_Silac3_B12.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050531_MML_P177Jing-G01.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050319_MML_P169Andy-C11.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-26
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050920_MML_PDP007_47-D01_1602.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050621_MML_P178Jing-E09.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_04_16_NCK-0325_W4_0416-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_36_Citrine_Cdc42_T17N_miltenyibeads.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-02
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-PawsonLab_2009-2009_04_24-Casp3_FT_270409.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-01
20090119_YONG_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20090119_YONG_P17\20090119_YONG_3re.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-25
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_53_V3574_GFPtrap_Sepharose.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-03
Elite data	none	none	Models from 'C:\spectra\Elite\QSTARELITE-Andrew-2008_11_17-ARAF_FC116_KP039.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-01
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2707_DLD_B61_SILAC3_A1_070629204801.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080325_Beston_P32-NC8.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-14
20080707_DP49_A134_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080707_DP49_A134_P17\C12_5746.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-15
QStar Elite rat data	none	none	Models from 'C:\spectra\Elite\rat\2008_03_03-rat1 20080112_4-s1.mzXML.cmn'	rat	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-13
Kinase Project 2009	none	none	Models from 'D:\spectra\kinase\2\cmn\MAPK14_FC121_KP055_130309-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Karen Colwill, Pawson Lab	none	none	none	none	2009-10-11
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\214_3F_ARHGEF10_V3753_M2_sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 214 3F ARHGEF10 V3753 M2 sepharose	none	none	none	2010-03-29
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20060329_MML_Rune-blank_145.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-29
Claus_25 silac	none	none	Models from 'D:\spectra\Claus_25\silac\other\140109_104_bd_SILAC_orbi.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050328_MML_P170Rob-G06.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
20090402 NickB Grb2	none	none	Models from 'F:\thegpm\spectra\pawson\2009_04_02_NickB\Data\cmn\T2_Grb2_020409-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-08-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090314_RB_OR_P17-RB_4re.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-28
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\2\192_Citrine_PLEKHG4B_V5342_GFPTrapSepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 192 Citrine PLEKHG4B V5342 GFPTrapSepharose	none	none	none	2010-03-28
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050319_MML_P169Andy-C05.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-26
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\1\Packets6_69_3FLAG_DOCK180_M2_sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packets6 69 3FLAG DOCK180 M2 sepharose	none	none	none	2010-03-26
QStar Elite data	none	none	Models from 'C:\spectra\Elite\2008_10_03_Nck_Lgl2-CASK_FC148_KP034-s1.mzXML.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-19
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\1\250_Citrine_Cdc42_G12V_GFPtrap_sepharose_RHOG_HS.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: 250 Citrine Cdc42 G12V GFPtrap sepharose RHOG HS	none	none	none	2010-03-25
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\230208_B2DW_B1Fc_5min_ptyr100_IP2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20082020_Jonathon_P17-20081020_Jonathon_C9_150mins.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-25
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_68_Citrine_FGD1_M2_sepharose_reinjection.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-04
Claus_25 silac3	none	none	Models from 'D:\spectra\Claus_25\silac\silac3\010707_dynrange_SILAC3_A3.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
20090324_Packets6_P43	none	none	Models from 'F:\thegpm\spectra\pawson\20090324_Packets6_P43\Packets6_71_3FLAG_DEPDC1B_M2_sepharose.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-04
Claus_25 silac	none	none	Models from 'D:\spectra\Claus_25\silac\other\281208_B2_41_bd_SILAC_orbi.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20082020_Jonathon_P17-20081020_Jonathon_DLD_CONTROL.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-25
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050501_MML_PDP0001_27-H08_915.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090310_Yong_P17-SGK269.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20090119_YONG_P17-20090119_YONG_2re.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-26
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050621_MML_P178Jing-E02.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\231208_B2_DOK1_2_bd_orbi.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
ORBITRAP Claus_25 cmn other	none	none	Models from 'Z:\spectra\ORBITRAP\Claus_25\cmn\other\done1\100308_B2DW_B1Fc_5min_4G10_IP2.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-18
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\20070829_Jerry_P17-C11.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-15
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050621_MML_P178Jing-E01.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2404_DLD_Silac3_A8.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
LTQ1 data sets	none	none	Models from 'C:\spectra\ltq1\PAW_20050328_P170Rob-G01.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-27
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20081229_Jerry_P32-B07.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-25
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\1\Packets6_57_Citrine_RICH1_GFPtrap_sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packets6 57 Citrine RICH1 GFPtrap sepharose	none	none	none	2010-03-26
LTQ1 data sets 2	none	none	Models from 'D:\spectra\ltq1\20080529_Sushi1_A130_P17-D03_4280.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-16
20080707_DP49_A134_P17	none	none	Models from 'F:\thegpm\spectra\pawson\20080707_DP49_A134_P17\G02_5783.mgf'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-16
RhoGapGef protein-protein interactions	none	none	Models from 'D:\spectra\larsen\1\Packets6_53_V3574_GFPtrap_Sepharose.RAW.cmn'	human_rho, Mycoplasma_hominis, Human_herpesvirus_5	none	none	none	none	SLRI	Rick Bagshaw	LTQ data set: Packets6 53 V3574 GFPtrap Sepharose	none	none	none	2010-03-26
Claus_25 dld_silac3	none	none	Models from 'C:\spectra\pawson\Claus_25\silac\dld_silac3\2707_DLD_B61_SILAC3_B1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-20
Claus_25 other	none	none	Models from 'D:\spectra\Claus_25\other\220208_bidirAsortB1dIC_ptyr100_IP1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-09-19
Claus_25 done 3	none	none	Models from 'C:\spectra\Claus_25\other\done3\Cj_IP_Dok1.RAW.cmn'	human	none	none	none	none	SLRI	Pawson Lab	none	none	none	none	2009-10-05
